FROM ZONE,TO ZONE,0.3kg,0.5kg,1kg,2kg,3kg,4kg,5kg,6kg,7kg,8kg,9kg,10kg,11kg,12kg,13kg,14kg,15kg,16kg,17kg,18kg,19kg,20kg,21kg,22kg,23kg,24kg,25kg,26kg,27kg,28kg,29kg,30kg,31kg,32kg,33kg,34kg,35kg,36kg,37kg,38kg,39kg,40kg
CAP,BDB,8.724,8.724,12.048,12.828,13.584,14.424,15.252,16.644,18.036,19.428,20.82,22.212,23.604,24.996,26.388,27.78,29.172,30.564,31.956,33.348,34.74,36.132,37.524,38.916,40.308,41.7,43.092,53.484,54.876,56.268,57.66,59.052,60.444,61.836,63.228,64.62,66.012,67.404,68.796,70.188,71.58,72.972
CAP,MKY,8.724,8.724,12.048,12.828,13.584,14.424,15.252,16.644,18.036,19.428,20.82,22.212,23.604,24.996,26.388,27.78,29.172,30.564,31.956,33.348,34.74,36.132,37.524,38.916,40.308,41.7,43.092,53.484,54.876,56.268,57.66,59.052,60.444,61.836,63.228,64.62,66.012,67.404,68.796,70.188,71.58,72.972
CAP,MYB,8.724,8.724,12.048,12.828,13.584,14.424,15.252,16.644,18.036,19.428,20.82,22.212,23.604,24.996,26.388,27.78,29.172,30.564,31.956,33.348,34.74,36.132,37.524,38.916,40.308,41.7,43.092,53.484,54.876,56.268,57.66,59.052,60.444,61.836,63.228,64.62,66.012,67.404,68.796,70.188,71.58,72.972
CAP,BRI,9.192,9.192,12.552,13.728,14.868,15.96,17.052,19.044,21.036,23.028,25.02,27.012,29.004,30.996,32.988,34.98,36.972,38.964,40.956,42.948,44.94,46.932,48.924,50.916,52.908,54.9,56.892,67.884,69.876,71.868,73.86,75.852,77.844,79.836,81.828,83.82,85.812,87.804,89.796,91.788,93.78,95.772
CAP,TVL,9.192,9.192,12.552,13.728,17.58,18.876,20.148,28.14,32.064,35.988,39.912,43.836,47.76,51.684,55.608,59.532,63.456,67.38,71.304,75.228,79.152,83.076,87,90.924,94.848,98.772,102.696,115.62,119.544,123.468,127.392,131.316,135.24,139.164,143.088,147.012,150.936,154.86,158.784,162.708,166.632,170.556
CAP,CNS,9.192,9.192,12.552,13.728,17.58,18.876,20.148,28.14,32.064,35.988,39.912,43.836,47.76,51.684,55.608,59.532,63.456,67.38,71.304,75.228,79.152,83.076,87,90.924,94.848,98.772,102.696,115.62,119.544,123.468,127.392,131.316,135.24,139.164,143.088,147.012,150.936,154.86,158.784,162.708,166.632,170.556
CAP,SUN,9.192,9.192,12.552,13.728,17.58,18.876,20.148,28.14,32.064,35.988,39.912,43.836,47.76,51.684,55.608,59.532,63.456,67.38,71.304,75.228,79.152,83.076,87,90.924,94.848,98.772,102.696,115.62,119.544,123.468,127.392,131.316,135.24,139.164,143.088,147.012,150.936,154.86,158.784,162.708,166.632,170.556
CAP,GLD,9.192,9.192,12.552,13.728,14.868,15.96,17.052,20.064,23.064,26.064,29.064,32.064,35.064,38.064,41.064,44.064,47.064,50.064,53.064,56.064,59.064,62.064,65.064,68.064,71.064,74.064,77.064,89.064,92.064,95.064,98.064,101.064,104.064,107.064,110.064,113.064,116.064,119.064,122.064,125.064,128.064,131.064
CAP,TOO,9.192,9.192,12.552,13.728,14.868,17.304,18.468,21.732,24.732,27.732,30.732,33.732,36.732,39.732,42.732,45.732,48.732,51.732,54.732,57.732,60.732,63.732,66.732,69.732,72.732,75.732,78.732,90.732,93.732,96.732,99.732,102.732,105.732,108.732,111.732,114.732,117.732,120.732,123.732,126.732,129.732,132.732
CAP,CFS,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,NTH,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,SYD,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,CCT,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,NEW,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,PQQ,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,CBR,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,WOL,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,OAG,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
CAP,MEL,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,ADL,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
CAP,YNG,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
CAP,GEE,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
CAP,ALB,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
CAP,BEN,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
CAP,DPO,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
CAP,LAU,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
CAP,TAS,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
CAP,PER,11.256,11.256,15.456,17.544,21.288,23.496,25.68,31.68,37.68,43.68,49.68,55.68,61.68,67.68,73.68,79.68,85.68,91.68,97.68,103.68,109.68,115.68,121.68,127.68,133.68,139.68,145.68,160.68,166.68,172.68,178.68,184.68,190.68,196.68,202.68,208.68,214.68,220.68,226.68,232.68,238.68,244.68
CBR,CBR,6.252,6.252,7.008,7.128,7.26,7.44,7.632,8.148,8.352,8.556,8.76,8.964,9.168,9.372,9.576,9.78,9.984,10.188,10.392,10.596,10.8,11.004,11.208,11.412,11.616,11.82,12.024,21.228,21.432,21.636,21.84,22.044,22.248,22.452,22.656,22.86,23.064,23.268,23.472,23.676,23.88,24.084
CBR,SHT,7.2,7.2,8.256,8.388,8.52,8.7,8.892,9.468,9.672,9.876,10.08,10.284,10.488,10.692,10.896,11.1,11.304,11.508,11.712,11.916,12.12,12.324,12.528,12.732,12.936,13.14,13.344,22.548,22.752,22.956,23.16,23.364,23.568,23.772,23.976,24.18,24.384,24.588,24.792,24.996,25.2,25.404
CBR,ALB,8.52,8.52,10.14,10.704,11.28,12.72,14.172,16.848,18.024,19.2,20.376,21.552,22.728,23.904,25.08,26.256,27.432,28.608,29.784,30.96,32.136,33.312,34.488,35.664,36.84,38.016,39.192,49.368,50.544,51.72,52.896,54.072,55.248,56.424,57.6,58.776,59.952,61.128,62.304,63.48,64.656,65.832
CBR,MEL,6.804,6.804,7.668,8.016,8.376,9.48,10.584,12.42,13.38,14.34,15.3,16.26,17.22,18.18,19.14,20.1,21.06,22.02,22.98,23.94,24.9,25.86,26.82,27.78,28.74,29.7,30.66,40.62,41.58,42.54,43.5,44.46,45.42,46.38,47.34,48.3,49.26,50.22,51.18,52.14,53.1,54.06
CBR,SYD,7.548,7.548,7.668,7.776,7.896,8.064,8.232,9.672,10.224,10.776,11.328,11.88,12.432,12.984,13.536,14.088,14.64,15.192,15.744,16.296,16.848,17.4,17.952,18.504,19.056,19.608,20.16,29.712,30.264,30.816,31.368,31.92,32.472,33.024,33.576,34.128,34.68,35.232,35.784,36.336,36.888,37.44
CBR,YNG,8.088,8.088,9.816,10.308,10.8,12.216,13.62,15.12,16.296,17.472,18.648,19.824,21,22.176,23.352,24.528,25.704,26.88,28.056,29.232,30.408,31.584,32.76,33.936,35.112,36.288,37.464,47.64,48.816,49.992,51.168,52.344,53.52,54.696,55.872,57.048,58.224,59.4,60.576,61.752,62.928,64.104
CBR,BEN,8.784,8.784,12,13.116,14.22,15.252,16.296,19.128,20.304,21.48,22.656,23.832,25.008,26.184,27.36,28.536,29.712,30.888,32.064,33.24,34.416,35.592,36.768,37.944,39.12,40.296,41.472,51.648,52.824,54,55.176,56.352,57.528,58.704,59.88,61.056,62.232,63.408,64.584,65.76,66.936,68.112
CBR,CCT,8.328,8.328,11.508,12.252,12.972,13.776,14.58,16.716,17.892,19.068,20.244,21.42,22.596,23.772,24.948,26.124,27.3,28.476,29.652,30.828,32.004,33.18,34.356,35.532,36.708,37.884,39.06,49.236,50.412,51.588,52.764,53.94,55.116,56.292,57.468,58.644,59.82,60.996,62.172,63.348,64.524,65.7
CBR,NEW,8.328,8.328,11.508,12.252,12.972,13.776,14.58,16.716,17.892,19.068,20.244,21.42,22.596,23.772,24.948,26.124,27.3,28.476,29.652,30.828,32.004,33.18,34.356,35.532,36.708,37.884,39.06,49.236,50.412,51.588,52.764,53.94,55.116,56.292,57.468,58.644,59.82,60.996,62.172,63.348,64.524,65.7
CBR,WOL,8.328,8.328,11.508,12.252,12.972,13.776,14.58,16.716,17.892,19.068,20.244,21.42,22.596,23.772,24.948,26.124,27.3,28.476,29.652,30.828,32.004,33.18,34.356,35.532,36.708,37.884,39.06,49.236,50.412,51.588,52.764,53.94,55.116,56.292,57.468,58.644,59.82,60.996,62.172,63.348,64.524,65.7
CBR,GEE,8.4,8.4,9.996,10.56,11.112,12.552,13.968,16.584,17.28,17.976,18.672,19.368,20.064,20.76,21.456,22.152,22.848,23.544,24.24,24.936,25.632,26.328,27.024,27.72,28.416,29.112,29.808,39.504,40.2,40.896,41.592,42.288,42.984,43.68,44.376,45.072,45.768,46.464,47.16,47.856,48.552,49.248
CBR,BRI,8.4,8.4,9.996,10.56,11.112,12.552,13.968,16.584,18.084,19.584,21.084,22.584,24.084,25.584,27.084,28.584,30.084,31.584,33.084,34.584,36.084,37.584,39.084,40.584,42.084,43.584,45.084,55.584,57.084,58.584,60.084,61.584,63.084,64.584,66.084,67.584,69.084,70.584,72.084,73.584,75.084,76.584
CBR,CFS,8.328,8.328,11.508,12.252,12.972,13.776,14.58,16.716,18.096,19.476,20.856,22.236,23.616,24.996,26.376,27.756,29.136,30.516,31.896,33.276,34.656,36.036,37.416,38.796,40.176,41.556,42.936,53.316,54.696,56.076,57.456,58.836,60.216,61.596,62.976,64.356,65.736,67.116,68.496,69.876,71.256,72.636
CBR,GLD,8.784,8.784,12,13.116,14.22,15.252,16.296,19.128,21.552,23.976,26.4,28.824,31.248,33.672,36.096,38.52,40.944,43.368,45.792,48.216,50.64,53.064,55.488,57.912,60.336,62.76,65.184,76.608,79.032,81.456,83.88,86.304,88.728,91.152,93.576,96,98.424,100.848,103.272,105.696,108.12,110.544
CBR,OAG,8.328,8.328,11.508,12.252,12.972,13.776,14.58,16.716,17.892,19.068,20.244,21.42,22.596,23.772,24.948,26.124,27.3,28.476,29.652,30.828,32.004,33.18,34.356,35.532,36.708,37.884,39.06,49.236,50.412,51.588,52.764,53.94,55.116,56.292,57.468,58.644,59.82,60.996,62.172,63.348,64.524,65.7
CBR,PQQ,8.328,8.328,11.508,12.252,12.972,13.776,14.58,16.716,18.636,20.556,22.476,24.396,26.316,28.236,30.156,32.076,33.996,35.916,37.836,39.756,41.676,43.596,45.516,47.436,49.356,51.276,53.196,64.116,66.036,67.956,69.876,71.796,73.716,75.636,77.556,79.476,81.396,83.316,85.236,87.156,89.076,90.996
CBR,NTH,8.328,8.328,11.508,12.252,12.972,13.776,14.58,16.716,18.636,20.556,22.476,24.396,26.316,28.236,30.156,32.076,33.996,35.916,37.836,39.756,41.676,43.596,45.516,47.436,49.356,51.276,53.196,64.116,66.036,67.956,69.876,71.796,73.716,75.636,77.556,79.476,81.396,83.316,85.236,87.156,89.076,90.996
CBR,ADL,8.784,8.784,12,13.116,14.22,15.252,16.296,19.128,20.628,22.128,23.628,25.128,26.628,28.128,29.628,31.128,32.628,34.128,35.628,37.128,38.628,40.128,41.628,43.128,44.628,46.128,47.628,58.128,59.628,61.128,62.628,64.128,65.628,67.128,68.628,70.128,71.628,73.128,74.628,76.128,77.628,79.128
CBR,SUN,8.784,8.784,12,13.116,14.22,15.252,16.296,20.16,22.584,25.008,27.432,29.856,32.28,34.704,37.128,39.552,41.976,44.4,46.824,49.248,51.672,54.096,56.52,58.944,61.368,63.792,66.216,77.64,80.064,82.488,84.912,87.336,89.76,92.184,94.608,97.032,99.456,101.88,104.304,106.728,109.152,111.576
CBR,TOO,8.784,8.784,12,13.116,14.22,15.252,16.296,20.16,21.912,23.664,25.416,27.168,28.92,30.672,32.424,34.176,35.928,37.68,39.432,41.184,42.936,44.688,46.44,48.192,49.944,51.696,53.448,64.2,65.952,67.704,69.456,71.208,72.96,74.712,76.464,78.216,79.968,81.72,83.472,85.224,86.976,88.728
CBR,BDB,8.784,8.784,12,13.116,14.22,15.252,16.296,20.16,22.584,25.008,27.432,29.856,32.28,34.704,37.128,39.552,41.976,44.4,46.824,49.248,51.672,54.096,56.52,58.944,61.368,63.792,66.216,77.64,80.064,82.488,84.912,87.336,89.76,92.184,94.608,97.032,99.456,101.88,104.304,106.728,109.152,111.576
CBR,CAP,10.764,10.764,14.772,16.776,18.768,20.7,22.656,27.456,32.112,36.768,41.424,46.08,50.736,55.392,60.048,64.704,69.36,74.016,78.672,83.328,87.984,92.64,97.296,101.952,106.608,111.264,115.92,129.576,134.232,138.888,143.544,148.2,152.856,157.512,162.168,166.824,171.48,176.136,180.792,185.448,190.104,194.76
CBR,MYB,8.784,8.784,12,13.116,14.22,15.252,16.296,20.16,23.436,26.712,29.988,33.264,36.54,39.816,43.092,46.368,49.644,52.92,56.196,59.472,62.748,66.024,69.3,72.576,75.852,79.128,82.404,94.68,97.956,101.232,104.508,107.784,111.06,114.336,117.612,120.888,124.164,127.44,130.716,133.992,137.268,140.544
CBR,DPO,10.26,10.26,14.076,16.02,17.952,19.812,21.648,27.276,29.7,32.124,34.548,36.972,39.396,41.82,44.244,46.668,49.092,51.516,53.94,56.364,58.788,61.212,63.636,66.06,68.484,70.908,73.332,84.756,87.18,89.604,92.028,94.452,96.876,99.3,101.724,104.148,106.572,108.996,111.42,113.844,116.268,118.692
CBR,LAU,10.26,10.26,14.076,16.02,17.952,19.812,21.648,27.276,29.7,32.124,34.548,36.972,39.396,41.82,44.244,46.668,49.092,51.516,53.94,56.364,58.788,61.212,63.636,66.06,68.484,70.908,73.332,84.756,87.18,89.604,92.028,94.452,96.876,99.3,101.724,104.148,106.572,108.996,111.42,113.844,116.268,118.692
CBR,MKY,10.26,10.26,14.076,16.02,17.952,19.812,21.648,26.292,30.948,35.604,40.26,44.916,49.572,54.228,58.884,63.54,68.196,72.852,77.508,82.164,86.82,91.476,96.132,100.788,105.444,110.1,114.756,128.412,133.068,137.724,142.38,147.036,151.692,156.348,161.004,165.66,170.316,174.972,179.628,184.284,188.94,193.596
CBR,TAS,10.26,10.26,14.076,16.02,17.952,19.812,21.648,27.276,28.776,30.276,31.776,33.276,34.776,36.276,37.776,39.276,40.776,42.276,43.776,45.276,46.776,48.276,49.776,51.276,52.776,54.276,55.776,66.276,67.776,69.276,70.776,72.276,73.776,75.276,76.776,78.276,79.776,81.276,82.776,84.276,85.776,87.276
CBR,CNS,10.26,10.26,14.076,16.02,17.952,19.812,21.648,27.276,32.316,37.356,42.396,47.436,52.476,57.516,62.556,67.596,72.636,77.676,82.716,87.756,92.796,97.836,102.876,107.916,112.956,117.996,123.036,137.076,142.116,147.156,152.196,157.236,162.276,167.316,172.356,177.396,182.436,187.476,192.516,197.556,202.596,207.636
CBR,PER,10.26,10.26,14.076,16.02,17.952,19.812,21.648,28.188,35.124,42.06,48.996,55.932,62.868,69.804,76.74,83.676,90.612,97.548,104.484,111.42,118.356,125.292,132.228,139.164,146.1,153.036,159.972,175.908,182.844,189.78,196.716,203.652,210.588,217.524,224.46,231.396,238.332,245.268,252.204,259.14,266.076,273.012
CBR,TVL,10.26,10.26,14.076,16.02,17.952,19.812,21.648,27.276,32.316,37.356,42.396,47.436,52.476,57.516,62.556,67.596,72.636,77.676,82.716,87.756,92.796,97.836,102.876,107.916,112.956,117.996,123.036,137.076,142.116,147.156,152.196,157.236,162.276,167.316,172.356,177.396,182.436,187.476,192.516,197.556,202.596,207.636
CCT,CCT,7.692,7.692,8.94,9.732,9.732,10.272,10.272,10.56,10.656,10.752,10.848,10.944,11.04,11.136,11.232,11.328,11.424,11.52,11.616,11.712,11.808,11.904,12,12.096,12.192,12.288,12.384,21.48,21.576,21.672,21.768,21.864,21.96,22.056,22.152,22.248,22.344,22.44,22.536,22.632,22.728,22.824
CCT,SHT,7.692,7.692,8.94,9.732,9.732,10.272,10.272,10.56,10.656,10.752,10.848,10.944,11.04,11.136,11.232,11.328,11.424,11.52,11.616,11.712,11.808,11.904,12,12.096,12.192,12.288,12.384,21.48,21.576,21.672,21.768,21.864,21.96,22.056,22.152,22.248,22.344,22.44,22.536,22.632,22.728,22.824
CCT,NEW,9.228,9.228,11.328,13.704,13.704,15.528,15.528,17.136,17.412,17.688,17.964,18.24,18.516,18.792,19.068,19.344,19.62,19.896,20.172,20.448,20.724,21,21.276,21.552,21.828,22.104,22.38,31.656,31.932,32.208,32.484,32.76,33.036,33.312,33.588,33.864,34.14,34.416,34.692,34.968,35.244,35.52
CCT,PQQ,9.84,9.84,12.036,14.148,14.148,16.092,16.092,17.7,18.816,19.932,21.048,22.164,23.28,24.396,25.512,26.628,27.744,28.86,29.976,31.092,32.208,33.324,34.44,35.556,36.672,37.788,38.904,49.02,50.136,51.252,52.368,53.484,54.6,55.716,56.832,57.948,59.064,60.18,61.296,62.412,63.528,64.644
CCT,SYD,8.124,8.124,11.004,13.404,13.404,15.264,15.264,16.032,16.308,16.584,16.86,17.136,17.412,17.688,17.964,18.24,18.516,18.792,19.068,19.344,19.62,19.896,20.172,20.448,20.724,21,21.276,30.552,30.828,31.104,31.38,31.656,31.932,32.208,32.484,32.76,33.036,33.312,33.588,33.864,34.14,34.416
CCT,WOL,9.228,9.228,11.328,13.704,13.704,15.528,15.528,17.136,17.412,17.688,17.964,18.24,18.516,18.792,19.068,19.344,19.62,19.896,20.172,20.448,20.724,21,21.276,21.552,21.828,22.104,22.38,31.656,31.932,32.208,32.484,32.76,33.036,33.312,33.588,33.864,34.14,34.416,34.692,34.968,35.244,35.52
CCT,ALB,9.84,9.84,12.036,14.148,14.148,16.092,16.092,17.7,18.816,19.932,21.048,22.164,23.28,24.396,25.512,26.628,27.744,28.86,29.976,31.092,32.208,33.324,34.44,35.556,36.672,37.788,38.904,49.02,50.136,51.252,52.368,53.484,54.6,55.716,56.832,57.948,59.064,60.18,61.296,62.412,63.528,64.644
CCT,BEN,10.092,10.092,12.48,15.252,15.252,19.464,19.464,22.092,23.904,25.716,27.528,29.34,31.152,32.964,34.776,36.588,38.4,40.212,42.024,43.836,45.648,47.46,49.272,51.084,52.896,54.708,56.52,67.332,69.144,70.956,72.768,74.58,76.392,78.204,80.016,81.828,83.64,85.452,87.264,89.076,90.888,92.7
CCT,BRI,9.972,9.972,12.228,14.544,14.544,17.664,17.664,19.98,21.36,22.74,24.12,25.5,26.88,28.26,29.64,31.02,32.4,33.78,35.16,36.54,37.92,39.3,40.68,42.06,43.44,44.82,46.2,56.58,57.96,59.34,60.72,62.1,63.48,64.86,66.24,67.62,69,70.38,71.76,73.14,74.52,75.9
CCT,CBR,9.84,9.84,12.036,14.148,14.148,16.092,16.092,17.7,18.816,19.932,21.048,22.164,23.28,24.396,25.512,26.628,27.744,28.86,29.976,31.092,32.208,33.324,34.44,35.556,36.672,37.788,38.904,49.02,50.136,51.252,52.368,53.484,54.6,55.716,56.832,57.948,59.064,60.18,61.296,62.412,63.528,64.644
CCT,CFS,9.228,9.228,11.328,13.704,13.704,15.528,15.528,17.136,17.412,17.688,17.964,18.24,18.516,18.792,19.068,19.344,19.62,19.896,20.172,20.448,20.724,21,21.276,21.552,21.828,22.104,22.38,31.656,31.932,32.208,32.484,32.76,33.036,33.312,33.588,33.864,34.14,34.416,34.692,34.968,35.244,35.52
CCT,GEE,10.092,10.092,12.48,15.252,15.252,19.464,19.464,22.092,23.904,25.716,27.528,29.34,31.152,32.964,34.776,36.588,38.4,40.212,42.024,43.836,45.648,47.46,49.272,51.084,52.896,54.708,56.52,67.332,69.144,70.956,72.768,74.58,76.392,78.204,80.016,81.828,83.64,85.452,87.264,89.076,90.888,92.7
CCT,GLD,9.972,9.972,12.228,14.544,14.544,17.664,17.664,19.98,21.36,22.74,24.12,25.5,26.88,28.26,29.64,31.02,32.4,33.78,35.16,36.54,37.92,39.3,40.68,42.06,43.44,44.82,46.2,56.58,57.96,59.34,60.72,62.1,63.48,64.86,66.24,67.62,69,70.38,71.76,73.14,74.52,75.9
CCT,MEL,9.972,9.972,12.228,14.544,14.544,17.664,17.664,19.98,21.36,22.74,24.12,25.5,26.88,28.26,29.64,31.02,32.4,33.78,35.16,36.54,37.92,39.3,40.68,42.06,43.44,44.82,46.2,56.58,57.96,59.34,60.72,62.1,63.48,64.86,66.24,67.62,69,70.38,71.76,73.14,74.52,75.9
CCT,NTH,9.84,9.84,12.036,14.148,14.148,16.092,16.092,17.7,18.816,19.932,21.048,22.164,23.28,24.396,25.512,26.628,27.744,28.86,29.976,31.092,32.208,33.324,34.44,35.556,36.672,37.788,38.904,49.02,50.136,51.252,52.368,53.484,54.6,55.716,56.832,57.948,59.064,60.18,61.296,62.412,63.528,64.644
CCT,OAG,9.84,9.84,12.036,14.148,14.148,16.092,16.092,17.7,18.816,19.932,21.048,22.164,23.28,24.396,25.512,26.628,27.744,28.86,29.976,31.092,32.208,33.324,34.44,35.556,36.672,37.788,38.904,49.02,50.136,51.252,52.368,53.484,54.6,55.716,56.832,57.948,59.064,60.18,61.296,62.412,63.528,64.644
CCT,YNG,10.092,10.092,12.48,15.252,15.252,19.464,19.464,22.092,23.904,25.716,27.528,29.34,31.152,32.964,34.776,36.588,38.4,40.212,42.024,43.836,45.648,47.46,49.272,51.084,52.896,54.708,56.52,67.332,69.144,70.956,72.768,74.58,76.392,78.204,80.016,81.828,83.64,85.452,87.264,89.076,90.888,92.7
CCT,ADL,9.972,9.972,12.228,14.544,14.544,17.664,17.664,19.98,21.36,22.74,24.12,25.5,26.88,28.26,29.64,31.02,32.4,33.78,35.16,36.54,37.92,39.3,40.68,42.06,43.44,44.82,46.2,56.58,57.96,59.34,60.72,62.1,63.48,64.86,66.24,67.62,69,70.38,71.76,73.14,74.52,75.9
CCT,BDB,10.092,10.092,12.48,15.252,15.252,19.464,19.464,22.092,23.904,25.716,27.528,29.34,31.152,32.964,34.776,36.588,38.4,40.212,42.024,43.836,45.648,47.46,49.272,51.084,52.896,54.708,56.52,67.332,69.144,70.956,72.768,74.58,76.392,78.204,80.016,81.828,83.64,85.452,87.264,89.076,90.888,92.7
CCT,CAP,10.212,10.212,12.96,15.66,15.66,20.688,20.688,24.096,26.316,28.536,30.756,32.976,35.196,37.416,39.636,41.856,44.076,46.296,48.516,50.736,52.956,55.176,57.396,59.616,61.836,64.056,66.276,77.496,79.716,81.936,84.156,86.376,88.596,90.816,93.036,95.256,97.476,99.696,101.916,104.136,106.356,108.576
