FROM ZONE,TO ZONE,0.3kg,0.5kg,1kg,2kg,3kg,4kg,5kg,6kg,7kg,8kg,9kg,10kg,11kg,12kg,13kg,14kg,15kg,16kg,17kg,18kg,19kg,20kg,21kg,22kg,23kg,24kg,25kg,26kg,27kg,28kg,29kg,30kg,31kg,32kg,33kg,34kg,35kg,36kg,37kg,38kg,39kg,40kg
BDB,CCT,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,NEW,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,OAG,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,26.6772,30.2505,33.8238,37.3971,40.9704,44.5437,48.117,51.6903,55.2636,58.8369,62.4102,65.9835,69.5568,73.1301,76.7034,80.2767,83.85,87.4233,90.9966,94.5699,107.1432,110.7165,114.2898,117.8631,121.4364,125.0097,128.583,132.1563,135.7296,139.3029,142.8762,146.4495,150.0228,153.5961,157.1694
BDB,PQQ,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,WOL,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,MEL,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,26.6772,30.2505,33.8238,37.3971,40.9704,44.5437,48.117,51.6903,55.2636,58.8369,62.4102,65.9835,69.5568,73.1301,76.7034,80.2767,83.85,87.4233,90.9966,94.5699,107.1432,110.7165,114.2898,117.8631,121.4364,125.0097,128.583,132.1563,135.7296,139.3029,142.8762,146.4495,150.0228,153.5961,157.1694
BDB,YNG,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,27.6834,32.2629,36.8424,41.4219,46.0014,50.5809,55.1604,59.7399,64.3194,68.8989,73.4784,78.0579,82.6374,87.2169,91.7964,96.3759,100.9554,105.5349,110.1144,114.6939,128.2734,132.8529,137.4324,142.0119,146.5914,151.1709,155.7504,160.3299,164.9094,169.4889,174.0684,178.6479,183.2274,187.8069,192.3864
BDB,ALB,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,27.6834,32.2629,36.8424,41.4219,46.0014,50.5809,55.1604,59.7399,64.3194,68.8989,73.4784,78.0579,82.6374,87.2169,91.7964,96.3759,100.9554,105.5349,110.1144,114.6939,128.2734,132.8529,137.4324,142.0119,146.5914,151.1709,155.7504,160.3299,164.9094,169.4889,174.0684,178.6479,183.2274,187.8069,192.3864
BDB,GEE,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,26.6772,30.2505,33.8238,37.3971,40.9704,44.5437,48.117,51.6903,55.2636,58.8369,62.4102,65.9835,69.5568,73.1301,76.7034,80.2767,83.85,87.4233,90.9966,94.5699,107.1432,110.7165,114.2898,117.8631,121.4364,125.0097,128.583,132.1563,135.7296,139.3029,142.8762,146.4495,150.0228,153.5961,157.1694
BDB,ADL,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,26.6772,30.2505,33.8238,37.3971,40.9704,44.5437,48.117,51.6903,55.2636,58.8369,62.4102,65.9835,69.5568,73.1301,76.7034,80.2767,83.85,87.4233,90.9966,94.5699,107.1432,110.7165,114.2898,117.8631,121.4364,125.0097,128.583,132.1563,135.7296,139.3029,142.8762,146.4495,150.0228,153.5961,157.1694
BDB,BEN,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,27.6834,32.2629,36.8424,41.4219,46.0014,50.5809,55.1604,59.7399,64.3194,68.8989,73.4784,78.0579,82.6374,87.2169,91.7964,96.3759,100.9554,105.5349,110.1144,114.6939,128.2734,132.8529,137.4324,142.0119,146.5914,151.1709,155.7504,160.3299,164.9094,169.4889,174.0684,178.6479,183.2274,187.8069,192.3864
BDB,DPO,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,28.5993,34.0947,39.5901,45.0855,50.5809,56.0763,61.5717,67.0671,72.5625,78.0579,83.5533,89.0487,94.5441,100.0395,105.5349,111.0303,116.5257,122.0211,127.5165,133.0119,147.5073,153.0027,158.4981,163.9935,169.4889,174.9843,180.4797,185.9751,191.4705,196.9659,202.4613,207.9567,213.4521,218.9475,224.4429
BDB,LAU,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,28.5993,34.0947,39.5901,45.0855,50.5809,56.0763,61.5717,67.0671,72.5625,78.0579,83.5533,89.0487,94.5441,100.0395,105.5349,111.0303,116.5257,122.0211,127.5165,133.0119,147.5073,153.0027,158.4981,163.9935,169.4889,174.9843,180.4797,185.9751,191.4705,196.9659,202.4613,207.9567,213.4521,218.9475,224.4429
BDB,PER,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,28.5993,35.2815,41.9637,48.6459,55.3281,62.0103,68.6925,75.3747,82.0569,88.7391,95.4213,102.1035,108.7857,115.4679,122.1501,128.8323,135.5145,142.1967,148.8789,155.5611,171.2433,177.9255,184.6077,191.2899,197.9721,204.6543,211.3365,218.0187,224.7009,231.3831,238.0653,244.7475,251.4297,258.1119,264.7941
BDB,TAS,10.9521,10.9521,15.0156,17.0925,19.1565,21.1302,23.1039,28.5993,34.0947,39.5901,45.0855,50.5809,56.0763,61.5717,67.0671,72.5625,78.0579,83.5533,89.0487,94.5441,100.0395,105.5349,111.0303,116.5257,122.0211,127.5165,133.0119,147.5073,153.0027,158.4981,163.9935,169.4889,174.9843,180.4797,185.9751,191.4705,196.9659,202.4613,207.9567,213.4521,218.9475,224.4429
BEN,BEN,7.2,7.2,7.332,7.596,7.596,7.98,7.98,8.112,8.244,8.376,8.508,8.64,8.772,8.904,9.036,9.168,9.3,9.432,9.564,9.696,9.828,9.96,10.092,10.224,10.356,10.488,10.62,19.752,19.884,20.016,20.148,20.28,20.412,20.544,20.676,20.808,20.94,21.072,21.204,21.336,21.468,21.6
BEN,SHT,7.26,7.26,7.392,7.668,7.668,8.052,8.052,10.86,11.052,11.244,11.436,11.628,11.82,12.012,12.204,12.396,12.588,12.78,12.972,13.164,13.356,13.548,13.74,13.932,14.124,14.316,14.508,23.7,23.892,24.084,24.276,24.468,24.66,24.852,25.044,25.236,25.428,25.62,25.812,26.004,26.196,26.388
BEN,ALB,8.724,8.724,12.048,12.828,13.584,14.424,15.252,17.676,19.068,20.46,21.852,23.244,24.636,26.028,27.42,28.812,30.204,31.596,32.988,34.38,35.772,37.164,38.556,39.948,41.34,42.732,44.124,54.516,55.908,57.3,58.692,60.084,61.476,62.868,64.26,65.652,67.044,68.436,69.828,71.22,72.612,74.004
BEN,GEE,8.64,8.64,8.772,9.168,9.168,9.684,9.684,14.508,14.808,15.108,15.408,15.708,16.008,16.308,16.608,16.908,17.208,17.508,17.808,18.108,18.408,18.708,19.008,19.308,19.608,19.908,20.208,29.508,29.808,30.108,30.408,30.708,31.008,31.308,31.608,31.908,32.208,32.508,32.808,33.108,33.408,33.708
BEN,MEL,7.26,7.26,7.392,7.668,7.668,8.052,8.052,13.392,13.692,13.992,14.292,14.592,14.892,15.192,15.492,15.792,16.092,16.392,16.692,16.992,17.292,17.592,17.892,18.192,18.492,18.792,19.092,28.392,28.692,28.992,29.292,29.592,29.892,30.192,30.492,30.792,31.092,31.392,31.692,31.992,32.292,32.592
BEN,ADL,9.192,9.192,12.552,13.728,14.868,15.96,17.052,19.044,21.036,23.028,25.02,27.012,29.004,30.996,32.988,34.98,36.972,38.964,40.956,42.948,44.94,46.932,48.924,50.916,52.908,54.9,56.892,67.884,69.876,71.868,73.86,75.852,77.844,79.836,81.828,83.82,85.812,87.804,89.796,91.788,93.78,95.772
BEN,CBR,9.192,9.192,12.552,13.728,14.868,15.96,17.052,19.044,21.036,23.028,25.02,27.012,29.004,30.996,32.988,34.98,36.972,38.964,40.956,42.948,44.94,46.932,48.924,50.916,52.908,54.9,56.892,67.884,69.876,71.868,73.86,75.852,77.844,79.836,81.828,83.82,85.812,87.804,89.796,91.788,93.78,95.772
BEN,CCT,9.192,9.192,12.552,13.728,14.868,15.96,17.052,19.044,21.036,23.028,25.02,27.012,29.004,30.996,32.988,34.98,36.972,38.964,40.956,42.948,44.94,46.932,48.924,50.916,52.908,54.9,56.892,67.884,69.876,71.868,73.86,75.852,77.844,79.836,81.828,83.82,85.812,87.804,89.796,91.788,93.78,95.772
BEN,NEW,9.192,9.192,12.552,13.728,14.868,15.96,17.052,19.044,21.036,23.028,25.02,27.012,29.004,30.996,32.988,34.98,36.972,38.964,40.956,42.948,44.94,46.932,48.924,50.916,52.908,54.9,56.892,67.884,69.876,71.868,73.86,75.852,77.844,79.836,81.828,83.82,85.812,87.804,89.796,91.788,93.78,95.772
BEN,SYD,9.192,9.192,11.148,13.728,14.868,15.96,17.052,17.988,19.98,21.972,23.964,25.956,27.948,29.94,31.932,33.924,35.916,37.908,39.9,41.892,43.884,45.876,47.868,49.86,51.852,53.844,55.836,66.828,68.82,70.812,72.804,74.796,76.788,78.78,80.772,82.764,84.756,86.748,88.74,90.732,92.724,94.716
BEN,WOL,9.192,9.192,12.552,13.728,14.868,15.96,17.052,19.044,21.036,23.028,25.02,27.012,29.004,30.996,32.988,34.98,36.972,38.964,40.956,42.948,44.94,46.932,48.924,50.916,52.908,54.9,56.892,67.884,69.876,71.868,73.86,75.852,77.844,79.836,81.828,83.82,85.812,87.804,89.796,91.788,93.78,95.772
BEN,BRI,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,CFS,9.192,9.192,12.552,13.728,14.868,15.96,17.052,19.044,21.036,23.028,25.02,27.012,29.004,30.996,32.988,34.98,36.972,38.964,40.956,42.948,44.94,46.932,48.924,50.916,52.908,54.9,56.892,67.884,69.876,71.868,73.86,75.852,77.844,79.836,81.828,83.82,85.812,87.804,89.796,91.788,93.78,95.772
BEN,GLD,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,NTH,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,OAG,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,PQQ,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,SUN,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
BEN,TOO,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
BEN,YNG,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.588,33.864,37.14,40.416,43.692,46.968,50.244,53.52,56.796,60.072,63.348,66.624,69.9,73.176,76.452,79.728,83.004,86.28,89.556,101.832,105.108,108.384,111.66,114.936,118.212,121.488,124.764,128.04,131.316,134.592,137.868,141.144,144.42,147.696
BEN,BDB,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
BEN,CAP,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
BEN,DPO,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,LAU,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,MYB,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
BEN,TAS,11.256,11.256,15.456,17.544,19.644,21.672,23.7,27.312,30.924,34.536,38.148,41.76,45.372,48.984,52.596,56.208,59.82,63.432,67.044,70.656,74.268,77.88,81.492,85.104,88.716,92.328,95.94,108.552,112.164,115.776,119.388,123,126.612,130.224,133.836,137.448,141.06,144.672,148.284,151.896,155.508,159.12
BEN,MKY,11.256,11.256,15.456,17.544,19.644,21.672,23.7,28.284,32.88,37.476,42.072,46.668,51.264,55.86,60.456,65.052,69.648,74.244,78.84,83.436,88.032,92.628,97.224,101.82,106.416,111.012,115.608,129.204,133.8,138.396,142.992,147.588,152.184,156.78,161.376,165.972,170.568,175.164,179.76,184.356,188.952,193.548
BEN,TVL,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
BEN,CNS,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
BEN,PER,11.256,11.256,15.456,17.544,19.644,21.672,23.7,29.232,34.764,40.296,45.828,51.36,56.892,62.424,67.956,73.488,79.02,84.552,90.084,95.616,101.148,106.68,112.212,117.744,123.276,128.808,134.34,148.872,154.404,159.936,165.468,171,176.532,182.064,187.596,193.128,198.66,204.192,209.724,215.256,220.788,226.32
BRI,BRI,5.568,5.568,6.216,6.216,6.216,6.216,6.216,6.876,7.068,7.26,7.452,7.644,7.836,8.028,8.22,8.412,8.604,8.796,8.988,9.18,9.372,9.564,9.756,9.948,10.14,10.332,10.524,19.716,19.908,20.1,20.292,20.484,20.676,20.868,21.06,21.252,21.444,21.636,21.828,22.02,22.212,22.404
BRI,SHT,6.084,6.084,6.744,6.744,6.744,6.744,6.744,7.392,7.584,7.776,7.968,8.16,8.352,8.544,8.736,8.928,9.12,9.312,9.504,9.696,9.888,10.08,10.272,10.464,10.656,10.848,11.04,20.232,20.424,20.616,20.808,21,21.192,21.384,21.576,21.768,21.96,22.152,22.344,22.536,22.728,22.92
BRI,GLD,7.332,7.332,7.464,7.728,7.728,8.796,8.796,8.94,9.216,9.492,9.768,10.044,10.32,10.596,10.872,11.148,11.424,11.7,11.976,12.252,12.528,12.804,13.08,13.356,13.632,13.908,14.184,23.46,23.736,24.012,24.288,24.564,24.84,25.116,25.392,25.668,25.944,26.22,26.496,26.772,27.048,27.324
BRI,SUN,7.332,7.332,7.464,7.728,7.728,8.796,8.796,8.94,9.3,9.66,10.02,10.38,10.74,11.1,11.46,11.82,12.18,12.54,12.9,13.26,13.62,13.98,14.34,14.7,15.06,15.42,15.78,25.14,25.5,25.86,26.22,26.58,26.94,27.3,27.66,28.02,28.38,28.74,29.1,29.46,29.82,30.18
BRI,TOO,7.596,7.596,8.376,8.964,9.492,10.02,10.536,12.048,12.6,13.152,13.704,14.256,14.808,15.36,15.912,16.464,17.016,17.568,18.12,18.672,19.224,19.776,20.328,20.88,21.432,21.984,22.536,32.088,32.64,33.192,33.744,34.296,34.848,35.4,35.952,36.504,37.056,37.608,38.16,38.712,39.264,39.816
BRI,CFS,9.492,9.492,9.624,9.756,9.888,10.08,10.284,14.592,15.36,16.128,16.896,17.664,18.432,19.2,19.968,20.736,21.504,22.272,23.04,23.808,24.576,25.344,26.112,26.88,27.648,28.416,29.184,38.952,39.72,40.488,41.256,42.024,42.792,43.56,44.328,45.096,45.864,46.632,47.4,48.168,48.936,49.704
BRI,SYD,8.112,8.112,8.244,8.376,8.508,8.712,8.904,9.684,10.488,11.292,12.096,12.9,13.704,14.508,15.312,16.116,16.92,17.724,18.528,19.332,20.136,20.94,21.744,22.548,23.352,24.156,24.96,34.764,35.568,36.372,37.176,37.98,38.784,39.588,40.392,41.196,42,42.804,43.608,44.412,45.216,46.02
BRI,BDB,9.168,9.168,11.124,11.784,13.092,13.752,14.4,15.708,16.68,17.652,18.624,19.596,20.568,21.54,22.512,23.484,24.456,25.428,26.4,27.372,28.344,29.316,30.288,31.26,32.232,33.204,34.176,44.148,45.12,46.092,47.064,48.036,49.008,49.98,50.952,51.924,52.896,53.868,54.84,55.812,56.784,57.756
BRI,MYB,9.168,9.168,11.124,11.784,13.092,13.752,14.4,15.708,16.368,17.028,17.688,18.348,19.008,19.668,20.328,20.988,21.648,22.308,22.968,23.628,24.288,24.948,25.608,26.268,26.928,27.588,28.248,37.908,38.568,39.228,39.888,40.548,41.208,41.868,42.528,43.188,43.848,44.508,45.168,45.828,46.488,47.148
BRI,NEW,8.316,8.316,10.932,12.132,13.32,14.508,15.708,18.468,19.068,19.668,20.268,20.868,21.468,22.068,22.668,23.268,23.868,24.468,25.068,25.668,26.268,26.868,27.468,28.068,28.668,29.268,29.868,39.468,40.068,40.668,41.268,41.868,42.468,43.068,43.668,44.268,44.868,45.468,46.068,46.668,47.268,47.868
BRI,NTH,8.316,8.316,10.932,12.132,13.32,14.508,15.708,18.468,19.62,20.772,21.924,23.076,24.228,25.38,26.532,27.684,28.836,29.988,31.14,32.292,33.444,34.596,35.748,36.9,38.052,39.204,40.356,50.508,51.66,52.812,53.964,55.116,56.268,57.42,58.572,59.724,60.876,62.028,63.18,64.332,65.484,66.636
BRI,PQQ,8.316,8.316,10.932,12.132,13.32,14.508,15.708,18.468,19.596,20.724,21.852,22.98,24.108,25.236,26.364,27.492,28.62,29.748,30.876,32.004,33.132,34.26,35.388,36.516,37.644,38.772,39.9,50.028,51.156,52.284,53.412,54.54,55.668,56.796,57.924,59.052,60.18,61.308,62.436,63.564,64.692,65.82
BRI,MEL,8.112,8.112,10.212,11.388,12.636,13.944,15.708,17.016,18.084,19.152,20.22,21.288,22.356,23.424,24.492,25.56,26.628,27.696,28.764,29.832,30.9,31.968,33.036,34.104,35.172,36.24,37.308,47.376,48.444,49.512,50.58,51.648,52.716,53.784,54.852,55.92,56.988,58.056,59.124,60.192,61.26,62.328
BRI,WOL,9.564,9.564,10.932,12.18,13.356,14.532,15.708,15.708,16.464,17.22,17.976,18.732,19.488,20.244,21,21.756,22.512,23.268,24.024,24.78,25.536,26.292,27.048,27.804,28.56,29.316,30.072,39.828,40.584,41.34,42.096,42.852,43.608,44.364,45.12,45.876,46.632,47.388,48.144,48.9,49.656,50.412
BRI,CCT,9.492,9.492,10.944,12.132,13.332,14.508,15.708,18.456,20.316,22.176,24.036,25.896,27.756,29.616,31.476,33.336,35.196,37.056,38.916,40.776,42.636,44.496,46.356,48.216,50.076,51.936,53.796,64.656,66.516,68.376,70.236,72.096,73.956,75.816,77.676,79.536,81.396,83.256,85.116,86.976,88.836,90.696
BRI,CBR,9.564,9.564,10.284,10.608,11.52,12.444,14.796,26.316,27.84,29.364,30.888,32.412,33.936,35.46,36.984,38.508,40.032,41.556,43.08,44.604,46.128,47.652,49.176,50.7,52.224,53.748,55.272,65.796,67.32,68.844,70.368,71.892,73.416,74.94,76.464,77.988,79.512,81.036,82.56,84.084,85.608,87.132
BRI,GEE,9.564,9.564,13.032,15.06,17.088,19.44,21.804,26.316,27.552,28.788,30.024,31.26,32.496,33.732,34.968,36.204,37.44,38.676,39.912,41.148,42.384,43.62,44.856,46.092,47.328,48.564,49.8,60.036,61.272,62.508,63.744,64.98,66.216,67.452,68.688,69.924,71.16,72.396,73.632,74.868,76.104,77.34
BRI,CAP,8.772,8.772,12.108,13.416,14.736,16.044,17.352,18.336,20.22,22.104,23.988,25.872,27.756,29.64,31.524,33.408,35.292,37.176,39.06,40.944,42.828,44.712,46.596,48.48,50.364,52.248,54.132,65.016,66.9,68.784,70.668,72.552,74.436,76.32,78.204,80.088,81.972,83.856,85.74,87.624,89.508,91.392
BRI,MKY,9.204,9.204,12.108,13.416,14.736,16.044,17.352,18.528,19.968,21.408,22.848,24.288,25.728,27.168,28.608,30.048,31.488,32.928,34.368,35.808,37.248,38.688,40.128,41.568,43.008,44.448,45.888,56.328,57.768,59.208,60.648,62.088,63.528,64.968,66.408,67.848,69.288,70.728,72.168,73.608,75.048,76.488
BRI,ALB,8.964,8.964,11.208,13.356,15.516,16.428,17.28,26.184,28.404,30.624,32.844,35.064,37.284,39.504,41.724,43.944,46.164,48.384,50.604,52.824,55.044,57.264,59.484,61.704,63.924,66.144,68.364,79.584,81.804,84.024,86.244,88.464,90.684,92.904,95.124,97.344,99.564,101.784,104.004,106.224,108.444,110.664
BRI,BEN,9.648,9.648,13.044,15.072,17.1,18.576,19.764,28.608,30.204,31.8,33.396,34.992,36.588,38.184,39.78,41.376,42.972,44.568,46.164,47.76,49.356,50.952,52.548,54.144,55.74,57.336,58.932,69.528,71.124,72.72,74.316,75.912,77.508,79.104,80.7,82.296,83.892,85.488,87.084,88.68,90.276,91.872
BRI,OAG,8.964,8.964,10.944,12.84,14.748,15.216,15.696,19.632,21.732,23.832,25.932,28.032,30.132,32.232,34.332,36.432,38.532,40.632,42.732,44.832,46.932,49.032,51.132,53.232,55.332,57.432,59.532,70.632,72.732,74.832,76.932,79.032,81.132,83.232,85.332,87.432,89.532,91.632,93.732,95.832,97.932,100.032
BRI,TVL,9.768,9.768,13.332,15.036,16.728,18.444,20.148,27.252,29.028,30.804,32.58,34.356,36.132,37.908,39.684,41.46,43.236,45.012,46.788,48.564,50.34,52.116,53.892,55.668,57.444,59.22,60.996,71.772,73.548,75.324,77.1,78.876,80.652,82.428,84.204,85.98,87.756,89.532,91.308,93.084,94.86,96.636
BRI,YNG,8.964,8.964,11.208,13.368,15.54,16.416,17.292,26.88,28.692,30.504,32.316,34.128,35.94,37.752,39.564,41.376,43.188,45,46.812,48.624,50.436,52.248,54.06,55.872,57.684,59.496,61.308,72.12,73.932,75.744,77.556,79.368,81.18,82.992,84.804,86.616,88.428,90.24,92.052,93.864,95.676,97.488
BRI,ADL,9.816,9.816,9.948,11.388,12.696,14.076,15.576,16.368,17.76,19.152,20.544,21.936,23.328,24.72,26.112,27.504,28.896,30.288,31.68,33.072,34.464,35.856,37.248,38.64,40.032,41.424,42.816,53.208,54.6,55.992,57.384,58.776,60.168,61.56,62.952,64.344,65.736,67.128,68.52,69.912,71.304,72.696
BRI,CNS,9.768,9.768,13.356,15.06,16.764,18.456,20.16,23.568,25.824,28.08,30.336,32.592,34.848,37.104,39.36,41.616,43.872,46.128,48.384,50.64,52.896,55.152,57.408,59.664,61.92,64.176,66.432,77.688,79.944,82.2,84.456,86.712,88.968,91.224,93.48,95.736,97.992,100.248,102.504,104.76,107.016,109.272
BRI,DPO,9.648,9.648,13.044,15.072,17.1,19.44,21.816,23.568,26.448,29.328,32.208,35.088,37.968,40.848,43.728,46.608,49.488,52.368,55.248,58.128,61.008,63.888,66.768,69.648,72.528,75.408,78.288,90.168,93.048,95.928,98.808,101.688,104.568,107.448,110.328,113.208,116.088,118.968,121.848,124.728,127.608,130.488
